stopPointRef,no_of_buses
NSR:Quay:1331,1126
NSR:Quay:26932,4449
NSR:Quay:53652,2340
NSR:Quay:35889,186
NSR:Quay:26559,1605
NSR:Quay:94205,542
NSR:Quay:41630,673
NSR:Quay:92139,1716
NSR:Quay:29883,5579
NSR:Quay:33411,319
NSR:Quay:34704,366
NSR:Quay:91402,1635
NSR:Quay:40022,1976
14163405,613
NSR:Quay:54129,336
NSR:Quay:50423,2876
NSR:Quay:818,3227
NSR:Quay:92674,3836
NSR:Quay:92434,250
NSR:Quay:78149,376
NSR:Quay:38924,4384
NSR:Quay:19308,1783
NSR:Quay:38388,381
NSR:Quay:87307,275
NSR:Quay:101906,367
NSR:Quay:74191,4404
NSR:Quay:46190,623
14181295,2602
NSR:Quay:6913,677
NSR:Quay:30333,4001
NSR:Quay:94471,384
NSR:Quay:43672,740
14387989,974
NSR:Quay:52673,2642
NSR:Quay:56926,3990
14291715,2194
NSR:Quay:105444,809
NSR:Quay:101719,1576
14452760,520
NSR:Quay:69521,807
14313630,663
NSR:Quay:46761,1937
NSR:Quay:15231,1487
NSR:Quay:45183,211
NSR:Quay:56576,982
NSR:Quay:83235,532
NSR:Quay:91234,893
NSR:Quay:87593,380
NSR:Quay:101278,2522
NSR:Quay:36810,994
NSR:Quay:100408,607
NSR:Quay:100514,752
NSR:Quay:34734,343
NSR:Quay:31148,312
14302534,1418
NSR:Quay:8156,297
NSR:Quay:88609,765
14497136,750
NSR:Quay:48237,1012
NSR:Quay:82054,264
NSR:Quay:38639,1551
NSR:Quay:66213,556
NSR:Quay:15652,173
NSR:Quay:23980,874
NSR:Quay:21803,672
NSR:Quay:70775,4490
NSR:Quay:78097,945
NSR:Quay:95893,439
NSR:Quay:33362,3237
NSR:Quay:32581,1154
NSR:Quay:13814,531
NSR:Quay:47316,5302
NSR:Quay:66825,677
NSR:Quay:27329,2024
NSR:Quay:49290,1495
NSR:Quay:19887,886
NSR:Quay:13879,387
NSR:Quay:94652,792
NSR:Quay:84395,1665
NSR:Quay:43212,2175
NSR:Quay:34954,459
NSR:Quay:109019,953
14291610,1524
NSR:Quay:24492,621
NSR:Quay:95941,575
NSR:Quay:62771,69
NSR:Quay:66650,1748
NSR:Quay:67490,480
NSR:Quay:33744,97
NSR:Quay:88646,292
NSR:Quay:90882,613
NSR:Quay:58766,894
NSR:Quay:84641,560
NSR:Quay:24406,875
14204883,1731
NSR:Quay:79727,179
NSR:Quay:47905,888
NSR:Quay:107299,173
NSR:Quay:69293,1925
14322253,790
NSR:Quay:65655,60
NSR:Quay:46299,510
NSR:Quay:81724,3236
NSR:Quay:85177,647
NSR:Quay:73682,1113
NSR:Quay:27921,380
NSR:Quay:83905,924
NSR:Quay:2192,812
NSR:Quay:106701,2163
NSR:Quay:108925,359
NSR:Quay:97829,2113
NSR:Quay:17465,3916
NSR:Quay:52474,2433
NSR:Quay:21852,383
NSR:Quay:97811,764
NSR:Quay:78157,554
NSR:Quay:73903,1069
NSR:Quay:91515,1985
NSR:Quay:82768,701
NSR:Quay:96791,458
NSR:Quay:41183,1893
NSR:Quay:38856,24
NSR:Quay:36329,975
NSR:Quay:92507,433
NSR:Quay:24727,462
NSR:Quay:9542,183
NSR:Quay:109006,281
16595,365
NSR:Quay:96302,1215
NSR:Quay:93941,1120
NSR:Quay:98109,576
NSR:Quay:35420,1131
NSR:Quay:65570,612
NSR:Quay:52657,350
NSR:Quay:5065,576
NSR:Quay:35724,226
NSR:Quay:20217,315
NSR:Quay:95778,1214
NSR:Quay:8743,932
NSR:Quay:21523,310
NSR:Quay:92371,620
NSR:Quay:95564,1011
NSR:Quay:67767,895
NSR:Quay:2324,319
NSR:Quay:31868,856
NSR:Quay:82283,884
NSR:Quay:43624,1930
NSR:Quay:84306,1077
NSR:Quay:67729,1598
NSR:Quay:89794,384
16896,374
NSR:Quay:82303,350
NSR:Quay:22624,2103
NSR:Quay:82985,246
NSR:Quay:5195,373
NSR:Quay:25990,272
NSR:Quay:86155,703
NSR:Quay:81695,970
NSR:Quay:42243,857
NSR:Quay:55422,204
NSR:Quay:22154,414
NSR:Quay:41868,503
NSR:Quay:103837,591
NSR:Quay:101031,228
NSR:Quay:6794,378
NSR:Quay:78292,366
NSR:Quay:4089,117
NSR:Quay:17151,424
NSR:Quay:13997,168
NSR:Quay:74901,287
NSR:Quay:74038,1090
NSR:Quay:54707,983
NSR:Quay:2711,48
NSR:Quay:95514,762
NSR:Quay:24616,283
14302699,665
NSR:Quay:68614,1905
NSR:Quay:30728,326
NSR:Quay:90235,762
NSR:Quay:32611,619
NSR:Quay:44836,263
NSR:Quay:45280,659
NSR:Quay:77235,434
NSR:Quay:21236,1285
NSR:Quay:25211,522
NSR:Quay:2738,653
NSR:Quay:101446,361
NSR:Quay:4398,197
NSR:Quay:18557,358
NSR:Quay:29521,107
NSR:Quay:92994,458
NSR:Quay:86019,690
NSR:Quay:26700,379
NSR:Quay:35656,159
NSR:Quay:39064,537
NSR:Quay:95424,533
NSR:Quay:17268,142
NSR:Quay:107126,135
NSR:Quay:66398,9
NSR:Quay:29643,1115
NSR:Quay:93264,384
NSR:Quay:101271,551
NSR:Quay:39034,557
NSR:Quay:68206,326
NSR:Quay:20840,529
NSR:Quay:44130,499
NSR:Quay:44371,505
NSR:Quay:107103,177
NSR:Quay:89989,575
NSR:Quay:21435,95
NSR:Quay:83800,334
NSR:Quay:23737,995
NSR:Quay:47082,206
NSR:Quay:65626,172
NSR:Quay:105712,317
NSR:Quay:55023,622
NSR:Quay:74797,372
NSR:Quay:38683,382
NSR:Quay:101936,1046
14387986,974
NSR:Quay:77694,541
NSR:Quay:34083,1163
NSR:Quay:12646,467
NSR:Quay:38122,1059
NSR:Quay:22514,424
NSR:Quay:93542,242
NSR:Quay:89723,869
NSR:Quay:32813,178
NSR:Quay:103300,414
NSR:Quay:68139,512
NSR:Quay:43427,116
NSR:Quay:44227,990
NSR:Quay:84793,246
NSR:Quay:34304,182
NSR:Quay:78687,703
NSR:Quay:21997,359
NSR:Quay:74780,283
NSR:Quay:85535,794
NSR:Quay:109432,250
NSR:Quay:73162,71
NSR:Quay:66766,187
NSR:Quay:2261,220
NSR:Quay:12791,350
NSR:Quay:108967,570
NSR:Quay:84779,243
NSR:Quay:101807,185
NSR:Quay:40864,479
NSR:Quay:23035,440
NSR:Quay:56651,631
NSR:Quay:21677,236
NSR:Quay:87253,493
NSR:Quay:61827,27
NSR:Quay:92461,201
NSR:Quay:21469,207
NSR:Quay:34566,284
NSR:Quay:78101,380
NSR:Quay:69403,243
NSR:Quay:78671,173
NSR:Quay:87845,353
NSR:Quay:103343,112
NSR:Quay:105245,163
NSR:Quay:49018,504
NSR:Quay:12819,339
NSR:Quay:20518,364
NSR:Quay:106515,193
NSR:Quay:67996,131
NSR:Quay:3777,227
NSR:Quay:106217,165
NSR:Quay:93461,208
NSR:Quay:20943,182
NSR:Quay:45830,154
NSR:Quay:95789,593
NSR:Quay:100695,190
NSR:Quay:80661,606
NSR:Quay:82171,337
NSR:Quay:100552,184
NSR:Quay:17473,313
17292,58
NSR:Quay:47473,805
NSR:Quay:91729,165
NSR:Quay:14782,489
NSR:Quay:71547,346
NSR:Quay:34841,178
NSR:Quay:82071,263
NSR:Quay:14215,179
NSR:Quay:13976,331
NSR:Quay:59299,53
NSR:Quay:76611,349
NSR:Quay:90845,384
17271,161
NSR:Quay:94320,300
NSR:Quay:37432,366
NSR:Quay:106866,452
NSR:Quay:106011,189
NSR:Quay:90340,415
NSR:Quay:1262,196
NSR:Quay:85623,341
NSR:Quay:90167,231
NSR:Quay:31670,146
NSR:Quay:87510,199
NSR:Quay:17007,183
NSR:Quay:100678,7
NSR:Quay:41717,190
NSR:Quay:46405,224
NSR:Quay:86628,306
NSR:Quay:67698,81
NSR:Quay:101238,318
NSR:Quay:68191,291
16836,68
NSR:Quay:103090,184
NSR:Quay:100207,72
NSR:Quay:88752,100
NSR:Quay:78455,108
NSR:Quay:106059,150
NSR:Quay:64469,25
GAR1.313,14
NSR:Quay:34088,98
NSR:Quay:6288,102
NSR:Quay:31185,172
NSR:Quay:109721,20
NSR:Quay:70812,77
NSR:Quay:62606,66
NSR:Quay:64369,15
NSR:Quay:71,9
NSR:Quay:97904,20
NSR:Quay:48479,15660
NSR:Quay:79039,695
NSR:Quay:16679,1970
NSR:Quay:81426,8664
NSR:Quay:10942,122540
NSR:Quay:10226,64237
NSR:Quay:46967,62204
NSR:Quay:74839,11296
NSR:Quay:52156,1340
NSR:Quay:57841,4076
NSR:Quay:46364,83699
NSR:Quay:51289,8868
NSR:Quay:5238,35458
NSR:Quay:16631,2916
NSR:Quay:29004,6996
NSR:Quay:69755,5267
NSR:Quay:6999,24819
NSR:Quay:8602,29783
NSR:Quay:74180,22726
NSR:Quay:81679,3239
NSR:Quay:3626,4993
NSR:Quay:87716,2909
NSR:Quay:11204,17004
NSR:Quay:98595,1543
NSR:Quay:97301,13405
NSR:Quay:87892,281
14313497,683
NSR:Quay:93608,25657
NSR:Quay:90383,536
NSR:Quay:68829,47045
NSR:Quay:9197,17701
NSR:Quay:51812,3614
NSR:Quay:89188,3839
NSR:Quay:17852,7137
NSR:Quay:98028,1680
NSR:Quay:73843,44015
NSR:Quay:36409,30281
NSR:Quay:29061,25739
NSR:Quay:51518,16936
NSR:Quay:95173,7210
NSR:Quay:37668,8126
NSR:Quay:102788,5896
NSR:Quay:3661,6445
NSR:Quay:44476,25808
NSR:Quay:88761,41999
NSR:Quay:90929,2546
NSR:Quay:53921,6386
NSR:Quay:95489,648
NSR:Quay:72083,869
NSR:Quay:71716,377
NSR:Quay:77214,9317
NSR:Quay:5618,12676
NSR:Quay:7936,24346
NSR:Quay:11355,41969
NSR:Quay:56759,3896
NSR:Quay:51188,3242
NSR:Quay:36497,6242
NSR:Quay:72932,6194
14313595,4850
NSR:Quay:53375,23064
NSR:Quay:104044,111964
NSR:Quay:53439,88401
NSR:Quay:53963,69871
NSR:Quay:9796,15614
NSR:Quay:70568,2234
NSR:Quay:71657,18030
NSR:Quay:105839,8395
NSR:Quay:52099,2364
NSR:Quay:41626,1930
NSR:Quay:54866,48225
14281146,2144
NSR:Quay:100051,4949
NSR:Quay:104371,8482
NSR:Quay:72068,14516
NSR:Quay:51305,36080
NSR:Quay:7395,39457
NSR:Quay:29505,12847
NSR:Quay:84350,460
NSR:Quay:37670,417
NSR:Quay:20201,8406
NSR:Quay:74683,2469
NSR:Quay:55139,23414
NSR:Quay:9752,9987
NSR:Quay:3257,4818
NSR:Quay:56944,4163
NSR:Quay:57952,1052
14333692,1792
NSR:Quay:41224,2690
NSR:Quay:37730,19085
NSR:Quay:56491,6047
NSR:Quay:35082,6142
NSR:Quay:45610,2734
NSR:Quay:57428,14085
NSR:Quay:106979,45335
NSR:Quay:8760,14957
MP.000003,55613
NSR:Quay:8378,54073
NSR:Quay:78210,7373
NSR:Quay:80642,599
NSR:Quay:11755,97181
NSR:Quay:9705,13301
NSR:Quay:93668,632
NSR:Quay:33925,3447
NSR:Quay:45041,25605
NSR:Quay:55525,12551
NSR:Quay:31061,1422
NSR:Quay:73616,7173
NSR:Quay:5788,19701
NSR:Quay:52921,1977
NSR:Quay:72729,20100
NSR:Quay:76506,2110
NSR:Quay:48005,13475
NSR:Quay:65598,5994
NSR:Quay:77607,413
NSR:Quay:7963,19151
NSR:Quay:37152,6254
NSR:Quay:31989,9891
NSR:Quay:22564,322
NSR:Quay:45040,13732
14302639,4442
NSR:Quay:9133,8061
14322224,13678
NSR:Quay:54937,23045
NSR:Quay:657,21649
NSR:Quay:102225,3128
NSR:Quay:7094,8016
NSR:Quay:6726,29390
NSR:Quay:11425,41592
NSR:Quay:50329,28600
NSR:Quay:10352,56503
NSR:Quay:77055,1498
NSR:Quay:26723,2111
NSR:Quay:68659,3122
NSR:Quay:5807,17516
NSR:Quay:57264,4166
NSR:Quay:27438,1436
NSR:Quay:69618,4196
NSR:Quay:96136,1089
NSR:Quay:56443,6437
NSR:Quay:49401,9280
NSR:Quay:45768,18207
NSR:Quay:27809,6777
NSR:Quay:5678,8091
NSR:Quay:26317,12400
NSR:Quay:33014,10312
NSR:Quay:12380,4100
NSR:Quay:75628,15682
NSR:Quay:6350,16258
NSR:Quay:81887,253
NSR:Quay:108391,5881
NSR:Quay:56350,4463
NSR:Quay:57284,1054
NSR:Quay:4175,26500
NSR:Quay:90696,3244
NSR:Quay:50834,8928
NSR:Quay:51655,5239
NSR:Quay:11497,8019
NSR:Quay:53610,15883
NSR:Quay:10164,13578
14114660,2422
NSR:Quay:33589,11553
NSR:Quay:912,11564
NSR:Quay:11109,4521
NSR:Quay:85287,8913
NSR:Quay:7165,27134
NSR:Quay:50532,1033
NSR:Quay:106985,44215
NSR:Quay:22334,275
NSR:Quay:9180,6882
NSR:Quay:9154,15567
NSR:Quay:30923,9918
NSR:Quay:46654,3455
NSR:Quay:92313,1120
NSR:Quay:18756,1982
NSR:Quay:83512,399
NSR:Quay:5897,13722
NSR:Quay:56060,1572
NSR:Quay:8605,32611
NSR:Quay:38768,3448
NSR:Quay:72014,726
NSR:Quay:46204,4357
NSR:Quay:52269,1695
NSR:Quay:68763,2613
NSR:Quay:33724,12478
NSR:Quay:26269,532
NSR:Quay:72635,2403
NSR:Quay:33615,411
NSR:Quay:32566,9341
NSR:Quay:98273,2582
NSR:Quay:42225,7691
NSR:Quay:69298,10981
NSR:Quay:38493,4689
NSR:Quay:70710,1012
NSR:Quay:28204,1135
NSR:Quay:67214,11287
NSR:Quay:19014,3472
NSR:Quay:39807,690
NSR:Quay:4639,4826
NSR:Quay:106890,270
NSR:Quay:94613,2971
NSR:Quay:51915,381
NSR:Quay:25998,952
NSR:Quay:49611,4382
NSR:Quay:6152,7381
NSR:Quay:52708,4102
NSR:Quay:55143,13474
NSR:Quay:52356,1408
NSR:Quay:7761,26740
NSR:Quay:106716,205
NSR:Quay:20208,8233
NSR:Quay:37594,3312
NSR:Quay:48742,1677
NSR:Quay:5560,7088
NSR:Quay:56427,6218
NSR:Quay:56697,2801
NSR:Quay:50038,1742
NSR:Quay:57427,1889
NSR:Quay:36272,590
NSR:Quay:101325,1773
NSR:Quay:26552,274
NSR:Quay:55104,5968
NSR:Quay:56155,905
NSR:Quay:77132,2300
NSR:Quay:632,8870
NSR:Quay:34617,3551
NSR:Quay:79076,780
NSR:Quay:93529,697
NSR:Quay:71591,13506
NSR:Quay:55194,2563
NSR:Quay:58249,2755
NSR:Quay:28611,5217
NSR:Quay:107307,741
NSR:Quay:86103,1708
NSR:Quay:35293,536
NSR:Quay:88218,698
NSR:Quay:96836,384
NSR:Quay:5209,2021
NSR:Quay:49924,3387
NSR:Quay:27949,15684
NSR:Quay:41595,1897
NSR:Quay:65983,3124
NSR:Quay:106133,2046
NSR:Quay:41660,2804
NSR:Quay:21518,5304
NSR:Quay:33372,1145
NSR:Quay:41377,2258
NSR:Quay:73223,1730
NSR:Quay:42512,5333
NSR:Quay:77422,342
NSR:Quay:1692,185
NSR:Quay:95289,494
NSR:Quay:68530,3019
NSR:Quay:106967,2395
NSR:Quay:3084,6905
NSR:Quay:107168,910
NSR:Quay:103957,570
NSR:Quay:72357,1754
NSR:Quay:4373,569
NSR:Quay:3666,6439
NSR:Quay:11527,5000
NSR:Quay:77437,2775
NSR:Quay:77604,735
NSR:Quay:43031,881
NSR:Quay:104918,1073
NSR:Quay:54241,3715
NSR:Quay:51091,3955
NSR:Quay:49463,3239
NSR:Quay:15489,568
NSR:Quay:57340,1745
NSR:Quay:103464,7569
NSR:Quay:91104,2243
NSR:Quay:90427,2051
NSR:Quay:57290,4166
NSR:Quay:12673,1991
NSR:Quay:70081,892
NSR:Quay:77654,743
NSR:Quay:106193,1199
NSR:Quay:90133,382
14452771,6509
NSR:Quay:107442,429
NSR:Quay:25237,1790
NSR:Quay:67044,1486
NSR:Quay:80948,712
NSR:Quay:84765,1269
NSR:Quay:80052,1242
NSR:Quay:78793,426
NSR:Quay:105203,537
NSR:Quay:69613,169
NSR:Quay:15210,1111
NSR:Quay:97688,800
NSR:Quay:12785,350
NSR:Quay:91844,1402
NSR:Quay:23977,5686
NSR:Quay:12476,1020
NSR:Quay:1366,381
NSR:Quay:43423,997
NSR:Quay:16742,354
NSR:Quay:72554,1735
NSR:Quay:29382,1288
NSR:Quay:78826,430
NSR:Quay:54380,2437
NSR:Quay:47040,1702
NSR:Quay:14499,2095
NSR:Quay:58616,6648
NSR:Quay:43392,805
NSR:Quay:4548,2021
NSR:Quay:55432,1190
NSR:Quay:88973,769
NSR:Quay:24445,3180
NSR:Quay:32721,154
NSR:Quay:93566,1509
NSR:Quay:611,5901
NSR:Quay:3994,4321
NSR:Quay:5590,1615
NSR:Quay:29890,2215
NSR:Quay:73624,1165
NSR:Quay:80427,1377
NSR:Quay:106703,2233
NSR:Quay:42475,1905
NSR:Quay:55622,3220
NSR:Quay:412,2827
NSR:Quay:65653,5084
NSR:Quay:49504,2264
NSR:Quay:12618,2032
NSR:Quay:4367,8771
NSR:Quay:71170,2367
NSR:Quay:77087,646
NSR:Quay:42205,1323
NSR:Quay:52823,1266
NSR:Quay:19010,368
NSR:Quay:48273,804
NSR:Quay:49615,4384
NSR:Quay:18831,4994
NSR:Quay:52965,3808
NSR:Quay:15966,605
NSR:Quay:57098,802
NSR:Quay:44072,564
NSR:Quay:18233,1661
NSR:Quay:55150,1523
NSR:Quay:44012,1421
NSR:Quay:101631,525
NSR:Quay:82746,783
NSR:Quay:21200,291
NSR:Quay:29393,1817
NSR:Quay:22770,2093
NSR:Quay:103281,232
NSR:Quay:102603,433
NSR:Quay:5437,871
NSR:Quay:21071,414
NSR:Quay:74886,1454
NSR:Quay:38850,382
NSR:Quay:35104,178
NSR:Quay:93956,506
NSR:Quay:77113,1722
NSR:Quay:733,1559
NSR:Quay:16108,635
NSR:Quay:75151,1822
NSR:Quay:54239,2098
NSR:Quay:80809,1838
NSR:Quay:93018,532
NSR:Quay:87979,272
NSR:Quay:85666,369
NSR:Quay:26328,1887
NSR:Quay:73856,2216
NSR:Quay:57169,3242
NSR:Quay:56861,383
NSR:Quay:68469,1462
NSR:Quay:93729,233
NSR:Quay:90962,433
NSR:Quay:2185,567
NSR:Quay:21198,782
NSR:Quay:91562,2105
NSR:Quay:54655,3695
NSR:Quay:53000,985
NSR:Quay:44231,534
14417512,397
NSR:Quay:14121,540
NSR:Quay:66050,377
NSR:Quay:43616,649
NSR:Quay:93660,1147
NSR:Quay:17531,556
NSR:Quay:85563,1408
NSR:Quay:87366,895
NSR:Quay:45255,595
NSR:Quay:19539,161
NSR:Quay:2458,1912
NSR:Quay:33828,281
NSR:Quay:19488,1523
NSR:Quay:32225,1129
NSR:Quay:108406,1195
NSR:Quay:87872,282
NSR:Quay:23772,1107
NSR:Quay:35990,1362
NSR:Quay:28494,380
NSR:Quay:83950,606
NSR:Quay:15583,450
NSR:Quay:29300,572
NSR:Quay:24891,1265
NSR:Quay:19620,1408
NSR:Quay:56021,1308
NSR:Quay:80287,556
NSR:Quay:46199,1026
NSR:Quay:78361,355
NSR:Quay:57358,1206
NSR:Quay:88759,575
NSR:Quay:99204,365
NSR:Quay:46594,225
NSR:Quay:20572,1900
NSR:Quay:72925,400
NSR:Quay:35609,242
NSR:Quay:36644,365
NSR:Quay:94839,426
NSR:Quay:107873,759
NSR:Quay:46905,1719
NSR:Quay:42614,611
NSR:Quay:72910,1584
NSR:Quay:84906,580
NSR:Quay:72553,1556
NSR:Quay:18664,741
NSR:Quay:25197,1791
NSR:Quay:86108,269
NSR:Quay:83560,1539
NSR:Quay:15956,501
NSR:Quay:66007,369
NSR:Quay:88266,384
NSR:Quay:89816,951
NSR:Quay:7410,557
14011809,2217
NSR:Quay:13443,1335
NSR:Quay:105899,367
14496928,948
NSR:Quay:95049,215
14333691,1708
NSR:Quay:88995,879
NSR:Quay:76465,308
NSR:Quay:21022,488
NSR:Quay:82061,264
NSR:Quay:69934,358
NSR:Quay:43352,974
NSR:Quay:103107,1109
NSR:Quay:57818,634
NSR:Quay:98114,574
NSR:Quay:19122,973
NSR:Quay:77088,728
NSR:Quay:24440,384
NSR:Quay:33338,900
NSR:Quay:26108,190
NSR:Quay:79385,712
NSR:Quay:82776,701
NSR:Quay:2882,155
NSR:Quay:85621,437
NSR:Quay:73012,471
NSR:Quay:68615,1182
NSR:Quay:78427,793
NSR:Quay:98101,576
NSR:Quay:43716,2706
NSR:Quay:29098,1829
NSR:Quay:95539,947
NSR:Quay:101583,634
NSR:Quay:38419,418
NSR:Quay:105018,466
NSR:Quay:86457,429
NSR:Quay:1626,428
NSR:Quay:38993,497
NSR:Quay:92435,642
NSR:Quay:28404,761
NSR:Quay:31723,672
NSR:Quay:33373,1052
NSR:Quay:24539,906
NSR:Quay:52170,2904
NSR:Quay:35001,1322
NSR:Quay:67447,928
NSR:Quay:3474,668
NSR:Quay:47023,643
NSR:Quay:9107,368
NSR:Quay:55775,653
NSR:Quay:25565,679
NSR:Quay:107639,180
NSR:Quay:78812,594
NSR:Quay:18426,609
NSR:Quay:20429,69
NSR:Quay:72477,563
NSR:Quay:27433,1436
NSR:Quay:80277,770
NSR:Quay:97320,580
NSR:Quay:57671,1541
NSR:Quay:28916,493
NSR:Quay:107467,474
NSR:Quay:88589,479
NSR:Quay:65840,127
NSR:Quay:109657,539
NSR:Quay:20587,588
NSR:Quay:46206,748
NSR:Quay:98031,157
NSR:Quay:57120,611
NSR:Quay:91571,803
NSR:Quay:77450,545
16959,297
NSR:Quay:90211,838
14452920,646
NSR:Quay:101349,190
NSR:Quay:47677,221
NSR:Quay:2730,529
NSR:Quay:92864,807
NSR:Quay:6808,382
NSR:Quay:93002,343
NSR:Quay:97223,886
NSR:Quay:80773,369
NSR:Quay:25889,304
NSR:Quay:72030,315
NSR:Quay:85243,690
NSR:Quay:12674,1700
NSR:Quay:106063,1035
NSR:Quay:21478,207
NSR:Quay:78502,371
NSR:Quay:6889,332
14133200,383
NSR:Quay:98514,536
NSR:Quay:51557,599
NSR:Quay:67075,299
NSR:Quay:96709,873
NSR:Quay:15425,194
NSR:Quay:74918,364
NSR:Quay:55436,243
NSR:Quay:36425,182
NSR:Quay:94344,554
NSR:Quay:55969,374
NSR:Quay:89512,184
NSR:Quay:47590,301
NSR:Quay:47637,425
NSR:Quay:4401,335
NSR:Quay:69492,1548
NSR:Quay:70123,319
NSR:Quay:76713,397
NSR:Quay:93543,406
NSR:Quay:36233,366
NSR:Quay:20778,522
NSR:Quay:1857,199
NSR:Quay:93740,792
14133255,929
NSR:Quay:22002,328
NSR:Quay:20267,564
NSR:Quay:17481,398
NSR:Quay:76132,370
NSR:Quay:49445,550
NSR:Quay:56309,442
NSR:Quay:21678,237
NSR:Quay:84677,84
NSR:Quay:99401,71
NSR:Quay:77287,429
NSR:Quay:107435,681
NSR:Quay:85446,167
NSR:Quay:46863,495
NSR:Quay:40699,455
NSR:Quay:71573,379
NSR:Quay:21769,185
NSR:Quay:79426,82
NSR:Quay:80753,612
NSR:Quay:18313,813
NSR:Quay:30839,315
NSR:Quay:105787,328
NSR:Quay:78138,265
NSR:Quay:74312,296
NSR:Quay:54930,479
NSR:Quay:41307,648
NSR:Quay:15482,517
NSR:Quay:76759,261
NSR:Quay:1755,236
NSR:Quay:15893,151
NSR:Quay:17041,225
NSR:Quay:36820,473
NSR:Quay:108015,898
NSR:Quay:79748,170
NSR:Quay:33344,394
NSR:Quay:106050,158
NSR:Quay:108755,373
NSR:Quay:83435,253
GAR1.314,56
NSR:Quay:79228,326
NSR:Quay:103062,155
NSR:Quay:30665,406
NSR:Quay:18359,90
NSR:Quay:60672,39
NSR:Quay:11147,106
NSR:Quay:49143,65
14388004,197
NSR:Quay:87480,150
NSR:Quay:101822,307
NSR:Quay:65068,144
NSR:Quay:109559,91
NSR:Quay:25410,352
NSR:Quay:1246,79
NSR:Quay:37986,91
NSR:Quay:66127,29
NSR:Quay:79708,170
NSR:Quay:82094,47
NSR:Quay:79555,182
NSR:Quay:69355,99
NSR:Quay:35325,52
NSR:Quay:105916,75
NSR:Quay:81356,58
17192,44
NSR:Quay:109219,54
NSR:Quay:37340,3
NSR:Quay:3330,11
NSR:Quay:109593,62
NSR:Quay:1313,15
NSR:Quay:100896,7
NSR:Quay:8417,3
NSR:Quay:68798,1
NSR:Quay:67836,5
NSR:Quay:56366,16548
NSR:Quay:7859,16801
NSR:Quay:2052,9942
NSR:Quay:84120,806
NSR:Quay:7968,4384
NSR:Quay:4392,5272
NSR:Quay:3864,533
NSR:Quay:75332,14823
NSR:Quay:43503,28371
NSR:Quay:65661,1297
NSR:Quay:5812,20828
NSR:Quay:79909,311
NSR:Quay:10663,21272
NSR:Quay:90847,43413
NSR:Quay:23778,13002
NSR:Quay:6396,20304
NSR:Quay:9493,18977
NSR:Quay:36734,5811
NSR:Quay:3547,3829
NSR:Quay:77148,1721
NSR:Quay:95798,2713
NSR:Quay:9879,63112
NSR:Quay:40011,22984
NSR:Quay:25820,38938
NSR:Quay:52240,1792
NSR:Quay:91887,26739
NSR:Quay:75572,11858
NSR:Quay:46082,16846
NSR:Quay:43744,2623
NSR:Quay:38051,1375
NSR:Quay:103672,23573
NSR:Quay:15431,4762
NSR:Quay:8773,16979
NSR:Quay:10130,63802
14012028,15406
NSR:Quay:51868,54828
NSR:Quay:72460,37588
14114583,1705
NSR:Quay:7162,14694
NSR:Quay:15948,731
NSR:Quay:52686,3170
NSR:Quay:22025,1997
NSR:Quay:12233,21903
NSR:Quay:10296,12225
NSR:Quay:65376,2962
NSR:Quay:98186,3886
NSR:Quay:28401,9001
NSR:Quay:8867,16417
NSR:Quay:30876,11311
NSR:Quay:72852,81258
NSR:Quay:92111,2482
NSR:Quay:9397,11702
NSR:Quay:11088,37013
NSR:Quay:80295,5091
NSR:Quay:76184,5391
NSR:Quay:13046,1285
NSR:Quay:82140,879
NSR:Quay:89198,3839
NSR:Quay:5487,12678
NSR:Quay:10447,8496
NSR:Quay:53301,28422
NSR:Quay:75164,7503
NSR:Quay:55375,4515
NSR:Quay:51764,25127
NSR:Quay:91906,21822
NSR:Quay:42286,20820
NSR:Quay:30143,8108
NSR:Quay:607,21094
NSR:Quay:72803,2232
NSR:Quay:95294,1631
NSR:Quay:57901,4161
NSR:Quay:33459,1411
NSR:Quay:103473,5162
NSR:Quay:48389,26598
NSR:Quay:33834,3546
NSR:Quay:33716,13150
NSR:Quay:25037,12667
NSR:Quay:45034,24008
NSR:Quay:66583,4016
NSR:Quay:33865,8775
NSR:Quay:35040,21090
NSR:Quay:38053,27967
NSR:Quay:44412,305
NSR:Quay:40605,18484
NSR:Quay:39393,699
14114690,502
NSR:Quay:97719,8575
NSR:Quay:36707,19539
NSR:Quay:66731,9471
NSR:Quay:48355,28222
NSR:Quay:53351,44922
NSR:Quay:14858,7938
NSR:Quay:66225,29098
NSR:Quay:26469,4776
NSR:Quay:48865,15932
14302648,7250
NSR:Quay:95278,15204
NSR:Quay:49833,11356
NSR:Quay:39292,1151
NSR:Quay:41917,610
NSR:Quay:35004,3572
NSR:Quay:49676,23498
NSR:Quay:8195,58453
NSR:Quay:93822,3645
NSR:Quay:7912,34281
NSR:Quay:75120,20035
NSR:Quay:21977,8977
NSR:Quay:8495,55941
NSR:Quay:12705,20043
NSR:Quay:37398,18084
NSR:Quay:11739,14992
NSR:Quay:7763,26666
NSR:Quay:28057,6367
NSR:Quay:5444,6457
NSR:Quay:18429,1673
NSR:Quay:22304,775
NSR:Quay:5859,8438
NSR:Quay:47654,8317
NSR:Quay:107837,35932
NSR:Quay:67677,60831
NSR:Quay:31479,8974
NSR:Quay:44069,2352
NSR:Quay:92417,3457
NSR:Quay:48643,14432
NSR:Quay:37255,3578
